Provider.ID,QC-T-ed_1b,QC-T-op_3b,QC-T-op_20,QC-T,QC-CP-op_6,QC-CP-op_7,QC-CP-pn_6,QC-CP-scip_inf_1,QC-CP-scip_inf_2,QC-CP-scip_inf_3,QC-CP-scip_vte_2,QC-CP-stk_6,QC-CP-vte_3,QC-CP-vte_6,QC-CP,QC-AD-readm_30_ami,QC-AD-readm_30_copd,QC-AD-readm_30_cabg,QC-AD-readm_30_hf,QC-AD-readm_30_pn,QC-AD-readm_30_hipknee,QC-AD-readm_30_stk,QC-AD,PD-mort_30_copd,PD-mort_30_cabg,PD-mort_30_ami,PD-mort_30_hf,PD-mort_30_pn,PD-mort_30_stk,QC,PD,PW,QS,State
230273,0.92662116,0.973105134,0.340488968,0.746738421,0.853333333,0.870967742,0.975,1,0.989010989,0.978021978,0.99,0.987804878,0.96875,0.929577465,0.954246639,0.113814075,0.780016116,,0.013635194,0.066713982,0.160129543,0.022769005,0.192846319,0.724753019,,0.939345571,0.941052632,0.658831909,0.473741398,21.04257087,24.91816352,1.666666667,47.62740106,MI
230275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
230277,0.408987486,,0.340488968,0.374738227,0.96,0.967741935,1,0.99,1,0.989010989,1,0.987804878,0.90625,1,0.98008078,0.131190269,0.156594145,,0.104708001,0.432221434,0.043181,0.53837679,0.234378607,0.277442371,,0.749401437,0.907631579,0.772792023,0.157913799,17.65775127,19.10120806,9.166666667,45.92562599,MI
230279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
230297,,,,,0.84,0.951612903,,1,0.978021978,0.967032967,0.99,,,0.830985915,0.936807681,,,,,0.671871304,,,0.671871304,,,,,0.35660019,,,11.886673,11.25,,MI
230301,,,,,,,,0.93,0.989010989,1,0.98,,,,0.974752747,,,,,,0.561353005,,0.561353005,,,,,,,,,,,MI
230302,0.832195677,,0.503577818,0.667886747,0.933333333,0.967741935,1,0.96,0.989010989,0.989010989,0.99,0.987804878,0.953125,0.929577465,0.969960459,0.593831451,0.436744561,,0.161306921,0.510527561,0.34041022,0.022769005,0.344264953,0.175905598,,0.773343974,0.612894737,0.50379867,0.898949656,22.02346843,19.76595091,7.5,49.28941934,MI
230303,0.206769056,,0.310971974,0.258870515,0.92,1,0.975,0.97,0.956043956,0.989010989,1,,,,0.972864992,,0.436744561,,,0.632363378,,,0.53455397,0.198408342,,,,0.683998101,,19.62543863,14.70677405,,,MI
23037F,,,,,,,0.975,0.99,0.978021978,0.956043956,0.99,,,,0.977813187,,,,0.04244919,0.007806955,,,0.025128072,,,0.257781325,0.941052632,0.972222222,,,24.12284643,,,MI
231300,,,0.075134168,0.075134168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
231301,,,0.218246869,0.218246869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
231303,,,0.378652355,0.378652355,,,0.925,,,,,,,,0.925,,0.888262154,,0.523282737,0.553820677,0.768261965,,0.683406883,0.634193194,,,0.192894737,0.381291548,,22.07843598,13.42643866,,,MI
231304,,,0.218246869,0.218246869,,,1,,,,,,,,1,,0.39994628,,0.765114484,0.553820677,,,0.57296048,0.248902305,,,0.255789474,0.296296296,,19.90230388,8.899867502,,,MI
231305,,,0.665175909,0.665175909,,,0.85,,,,,,,,0.85,,0.316411496,,0.581682532,0.510527561,,,0.46954053,0.593029638,,0.418196329,0.407105263,0.551519468,,22.05240488,16.41542248,,,MI
231306,,,0.447823494,0.447823494,,,0.8125,,,,,,,,0.8125,,0.370668815,,,0.671871304,,,0.521270059,0.338090011,,,,0.169990503,,19.79548393,8.468008572,,,MI
231307,,,0.218246869,0.218246869,,,0.7,,,,,,,,0.7,,0.617244158,,0.08361204,0.707357464,,,0.469404554,0.679198683,,,0.553684211,0.227920228,,15.41834915,16.23114579,,,MI
231308,,,0.185450209,0.185450209,,,,,,,,,,,,,,,,0.802460374,,,0.802460374,,,,,0.480294397,,,16.00981323,,,MI
231309,,,0.128801431,0.128801431,,,1,1,1,1,,,,,1,,,,,0.553820677,,,0.553820677,,,,,0.895536562,,18.6958012,29.85121874,,,MI
231310,,,0.277877162,0.277877162,,,0.9625,0.96,0.967032967,0.967032967,0.96,,,,0.963313187,,0.867848509,,,0.830376153,0.160129543,,0.619451402,0.338090011,,,,0.150522317,,20.67379723,8.143538803,,,MI
231311,,,0.128801431,0.128801431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
231312,,,0.738521169,0.738521169,,,0.85,,,,,,,,0.85,,0.436744561,,,0.881003075,,,0.658873818,0.763446762,,,,0.789411206,,24.97105541,25.88096613,,,MI
231313,,,0.075134168,0.075134168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
231314,,,0.185450209,0.185450209,1,1,0.6875,1,1,0.604395604,0.94,,,,0.890270801,,0.436744561,,0.667095446,0.881003075,,,0.661614361,0.120472009,,,0.436842105,0.128442545,,19.30372634,7.619518435,,,MI
231315,,,0.277877162,0.277877162,,,1,0.93,0.923076923,0.78021978,0.95,,,,0.916659341,,0.617244158,,0.161306921,0.269458245,,,0.349336441,0.593029638,,,0.213947368,0.296296296,,17.15414381,12.25859225,,,MI
231316,0.173777019,,0.378652355,0.276214687,,,0.9625,1,1,1,1,,,,0.9925,,0.905989793,,0.449446874,0.802460374,,,0.719299014,0.308177827,,,0.643421053,0.710588794,,22.08904112,18.46875192,,,MI
231317,0.393060296,,0.246571258,0.319815777,,,1,,,,,,,,1,,0.370668815,,0.367378441,0.221433641,,,0.319826966,0.546377607,,,,0.454415954,,18.2182527,16.67989269,,,MI
231318,,,0.471675611,0.471675611,,,0.8875,,,,,,,,0.8875,,0.39994628,,0.449446874,0.632363378,0.34041022,0.53837679,0.472108708,0.248902305,,0.21348763,0.553684211,0.13960114,0.132560666,20.34760355,8.588239676,,,MI
231319,,,0.277877162,0.277877162,,,0.925,0.98,0.978021978,0.956043956,0.98,,,,0.963813187,0.637271937,0.652162235,,0.765114484,0.632363378,0.287153652,0.150569225,0.520772485,0.593029638,,0.749401437,0.085526316,0.296296296,0.186888808,19.58292038,12.74094997,,,MI
231320,,,0.053965414,0.053965414,,,0.8,,,,,,,,0.8,,0.211120064,,0.523282737,0.632363378,,,0.455588727,0.277442371,,,0.255789474,0.227920228,,14.55060157,8.457245251,,,MI
231321,0.3870876,,0.277877162,0.332482381,1,0.967741935,0.9,1,1,0.978021978,0.97,,,,0.973680559,,0.472468439,,0.765114484,0.9602555,0.487225621,,0.671266011,0.546377607,,,0.332105263,0.030389364,,21.97143279,10.09858038,,,MI
231322,,,0.378652355,0.378652355,,,0.95,,,,,,,,0.95,,0.472468439,,0.785438642,0.771705701,0.637639439,0.709144326,0.675279309,0.277442371,,,0.466842105,0.428774929,0.038754075,22.26590739,10.09844566,,,MI
231323,,,0.185450209,0.185450209,,,0.9375,,,,,,0.890625,,0.9140625,,0.867848509,,0.161306921,0.432221434,,0.669849431,0.532806574,0.338090011,,,0.525,0.072174739,0.038754075,18.13688091,8.116823537,,,MI
231324,,,0.592725104,0.592725104,0.973333333,1,1,,,,,,,,0.991111111,,0.652162235,,0.495497813,0.553820677,,,0.567160242,0.37650933,,,0.192894737,0.551519468,,23.89996063,12.45470595,,,MI
231325,0.566268487,,0.592725104,0.579496796,,,1,,,,,,,,1,,0.716626377,,0.523282737,0.394369529,,,0.544759548,0.796377607,,,0.612894737,0.099240266,,23.60284826,16.76125122,,,MI
231326,0.366609784,,0.642516398,0.504563091,,,0.925,0.98,1,0.978021978,1,,,,0.976604396,,0.916465216,,0.581682532,0.802460374,0.707808564,,0.752104171,0.248902305,,,0.280789474,0.454415954,,24.81412953,10.93453037,,,MI
231327,,,0.807990459,0.807990459,1,1,0.975,1,1,0.934065934,1,,,,0.987009419,,0.436744561,,0.765114484,0.802460374,,,0.668106473,0.546377607,,,0.728684211,0.772792023,,27.36784835,22.75393156,,,MI
231328,,,0.535181872,0.535181872,,,0.975,0.99,1,0.956043956,0.98,,,,0.980208791,,0.579102874,,0.390275277,0.671871304,0.160129543,,0.450344749,0.417672887,,,0.117368421,0.830721747,,21.84150459,15.17514506,,,MI
231329,,,0.218246869,0.218246869,,,0.7375,,,,,,,,0.7375,,0.617244158,,,0.596640643,,,0.606942401,0.222283205,,,,0.551519468,,17.36321411,12.89671122,,,MI
231330,0.162116041,,0.218246869,0.190181455,0.933333333,0.838709677,0.9375,0.82,0.901098901,0.901098901,0.92,,,,0.89310583,,0.542841794,,0.390275277,0.29713745,,,0.41008484,0.546377607,,,0.553684211,0.937559354,,16.59302362,22.64023524,,,MI
231331,0.26592719,,0.246571258,0.256249224,,,0.9625,,,,,,,,0.9625,,0.39994628,,0.449446874,0.553820677,,,0.467737944,0.502744237,,,,0.580009497,,18.73874631,18.04589556,,,MI
231332,,,0.503577818,0.503577818,,,0.975,,,,,,,,0.975,,0.156594145,,0.416773862,0.596640643,0.707808564,,0.469454303,0.106750823,,,0.383421053,0.195394112,,21.64480134,7.617399866,,,MI
231333,,,,,,,0.9125,1,0.835164835,1,1,,,,0.949532967,,0.828095622,,0.899665552,0.432221434,,0.77745134,0.734358487,0.37650933,,,0.076052632,0.044396961,0.805143064,,10.85084989,,,MI
231334,0.269908987,,0.002385212,0.1361471,1,0.903225806,1,1,1,0.989010989,1,1,,,0.986529599,,0.070373355,,0.581682532,0.29713745,0.414897445,0.233933162,0.319604789,0.120472009,,,0.159473684,0.404795821,0.697573343,16.02534986,11.51929048,,,MI
231337,0.405005688,,0.418008348,0.411507018,0.96,0.951612903,1,1,1,1,1,,,,0.987373272,0.593831451,0.801772764,,0.785438642,0.632363378,,0.77745134,0.718171515,0.679198683,,0.272944932,0.018684211,0.480294397,0.860557769,23.52279784,15.41119994,,,MI
231338,0.53668942,,,0.53668942,,,1,0.98,1,1,1,,,,0.996,,,,,,,,,,,,,,,,,,,MI
233300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
240001,0.341581342,,0.218246869,0.279914106,0.986666667,1,0.9875,1,1,0.978021978,1,0.926829268,0.984375,0.85915493,0.972254784,0.934404865,0.937953263,0.178707224,0.765114484,0.707357464,0.768261965,0.910760191,0.74322278,0.724753019,0.472196041,0.185155626,0.643421053,0.754273504,0.58420862,22.17101855,18.68893258,7.916666667,48.77661779,MN
240002,0.405005688,,0.592725104,0.498865396,0.986666667,0.983870968,0.975,0.99,1,0.989010989,0.99,0.963414634,0.96875,0.704225352,0.955093861,0.085577758,0.34085415,0.432509506,0.808850013,0.198012775,0.637639439,0.980536173,0.497711402,0.175905598,0.213006598,0.451715882,0.308421053,0.241690408,0.10467222,21.68522955,8.307843105,10,39.99307265,MN
240004,0.629408419,,0.620751342,0.62507988,0.973333333,0.983870968,0.9,0.99,0.989010989,0.989010989,1,0.987804878,0.9375,0.929577465,0.968010862,0.891398784,0.316411496,,0.0671469,0.198012775,0.287153652,0.07124495,0.305228093,0.905049396,,0.550678372,0.612894737,0.830721747,0.098515031,21.0924315,19.98572855,2.916666667,43.99482672,MN
240006,0.513367463,0.383863081,0.683959451,0.527063332,1,0.983870968,0.975,0.99,1,0.978021978,1,,1,,0.990861618,,,,,0.802460374,0.817920115,,0.810190244,,,,,0.183523267,,25.8679466,6.117442229,19.16666667,51.1520555,MN
240010,0.43486917,,0.447823494,0.441346332,0.96,0.983870968,0.95,1,0.989010989,0.967032967,1,0.963414634,0.953125,1,0.976645456,0.953084275,0.828095622,0.05608365,0.962696167,0.510527561,0.817920115,0.927653324,0.722294388,0.830954995,0.997172479,0.877494014,0.920526316,0.952754036,0.413980442,23.7809575,27.7382349,22.5,74.0191924,MN
240014,0.17662116,,0.418008348,0.297314754,1,1,0.925,1,0.989010989,0.989010989,0.99,,0.859375,,0.969049622,,0.68627451,,0.390275277,0.916016087,0.768261965,,0.69020696,0.458013172,,,0.052631579,0.772792023,,21.73968151,14.2604086,20,56.00009011,MN
240018,0.164960182,,0.378652355,0.271806269,,,0.95,1,0.978021978,0.967032967,1,,1,,0.982509158,,0.652162235,,0.785438642,0.432221434,0.240014394,,0.527459176,0.546377607,,,0.308421053,0.381291548,,19.79749558,13.73433564,17.08333333,50.61516455,MN
240019,,,,,0.986666667,0.983870968,,0.98,0.978021978,1,0.98,,,,0.984759935,,,,,0.329074994,,,0.329074994,,,,,0.754273504,,,25.14245014,8.75,,MN
240020,0.245449374,,0.095408468,0.170428921,0.973333333,1,1,0.99,1,1,1,0.93902439,1,,0.989150858,,0.211120064,,0.322356573,0.632363378,0.043181,,0.302255254,0.458013172,,,0.895263158,0.580009497,,16.24261148,21.48095363,19.16666667,56.89023178,MN
240022,0.070819113,,0.128801431,0.099810272,1,1,1,0.95,1,1,0.97,,,,0.988571429,,0.288208434,,0.720349884,0.36219541,0.817920115,,0.547168461,0.546377607,,,0.7,0.551519468,,18.17277957,19.97663417,13.33333333,51.48274707,MN
24002F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
240030,0.192832765,0.892420538,0.418008348,0.501087217,0.986666667,0.919354839,0.95,0.99,0.989010989,0.978021978,1,,0.9375,,0.968819309,,0.211120064,,0.301003344,0.707357464,0.064771501,0.81197209,0.419244893,0.222283205,,,0.280789474,0.851614435,0.553422673,20.99057132,15.90091489,12.08333333,48.97481954,MN
240036,0.24032992,,0.665175909,0.452752915,0.986666667,0.983870968,0.9125,0.98,0.989010989,0.989010989,1,0.93902439,0.875,0.901408451,0.955649245,0.113814075,0.156594145,0.602661597,0.876254181,0.881003075,0.817920115,0.459787,0.558290598,0.796377607,0.672950047,0.858739026,0.754210526,0.879154796,0.939152481,21.85214176,27.22546935,17.91666667,66.99427778,MN
240038,0.405005688,,0.246571258,0.325788473,0.973333333,1,0.95,0.99,0.989010989,0.978021978,1,1,0.984375,1,0.98647413,0.392701998,0.579102874,0.253802281,0.957293543,0.881003075,0.107592659,0.669849431,0.548763695,0.593029638,0.295004713,0.773343974,0.357105263,0.851614435,0.214052879,20.67806998,17.13417168,4.583333333,42.39557499,MN
24003F,,,,,,,0.925,0.99,0.989010989,0.989010989,1,,,,0.978604396,0.715899218,,,0.667095446,0.269458245,,,0.550817636,,,0.970869912,0.817894737,0.683998101,,,27.47514166,,,MN
240040,0.327360637,0.107579462,0.418008348,0.284316149,0.893333333,0.935483871,0.975,0.97,1,1,1,0.914634146,0.828125,,0.946286261,,0.34085415,,0.104708001,0.707357464,0.561353005,0.709144326,0.484683389,0.634193194,,,0.580789474,0.381291548,0.58420862,19.05873111,18.1706903,15.41666667,52.64608807,MN
240043,0.269908987,,0.310971974,0.290440481,0.893333333,0.951612903,0.95,0.98,0.978021978,0.978021978,1,0.963414634,1,,0.966044981,0.715899218,0.801772764,,0.785438642,0.245091081,0.768261965,0.384869629,0.616888883,0.064489572,,0.185155626,0.817894737,0.044396961,0.654473017,20.81527049,11.77606609,4.583333333,37.17466992,MN
240044,0.028156997,,0.128801431,0.078479214,0.973333333,0.951612903,0.825,1,1,0.967032967,0.98,1,0.53125,,0.914247689,0.327106864,0.928552243,,0.720349884,0.269458245,0.240014394,0.81197209,0.54957562,0.763446762,,0.773343974,0.754210526,0.605413105,0.390800435,17.1366947,21.91476535,11.25,50.30146005,MN
240047,0.156427759,,0.825581395,0.491004577,0.973333333,0.983870968,0.9375,0.98,0.989010989,0.989010989,0.99,0.987804878,0.984375,0.873239437,0.968814559,0.876629018,0.436744561,0.728136882,0.876254181,0.596640643,0.34041022,0.494307749,0.621303322,0.338090011,0.472196041,0.800877893,0.159473684,0.522079772,0.67982615,23.12358287,16.51413084,9.583333333,49.22104705,MN
240050,0.614903299,0.398533007,0.185450209,0.399628838,1,1,1,0.99,1,1,1,1,1,,0.998888889,,0.34085415,,0.667095446,0.742370476,0.34041022,0.77745134,0.573636326,0.593029638,,,0.643421053,0.241690408,0.325606664,21.91282282,15.03123136,11.66666667,48.61072084,MN
240052,0.098122867,,0.277877162,0.188000014,0.013333333,1,1,1,1,0.978021978,1,0.695121951,,,0.835809658,0.67767159,0.716626377,,0.808850013,0.771705701,0.637639439,0.910760191,0.753875552,0.37650933,,0.686751796,0.7,0.683998101,0.347700109,19.75205804,18.63306224,15.41666667,53.80178695,MN
240053,0.393060296,,0.807990459,0.600525377,0.986666667,0.983870968,0.9625,1,0.978021978,0.978021978,0.99,0.987804878,1,0.802816901,0.966970337,0.432232841,0.652162235,0.370722433,0.301003344,0.245091081,0.487225621,0.955196474,0.491947719,0.37650933,0.333647502,0.550678372,0.920526316,0.937559354,0.500181094,22.88270481,20.10612205,7.083333333,50.07216019,MN
240056,0.227246871,,0.642516398,0.434881635,0.986666667,0.951612903,0.95,0.99,0.989010989,0.989010989,1,0.719512195,0.859375,,0.937243194,0.85621199,0.74993285,,0.344224338,0.771705701,0.707808564,0.58207859,0.668660339,0.458013172,,0.821628093,0.497105263,0.260683761,0.884099964,22.67539075,19.47686835,22.08333333,64.23559243,MN
240057,0.510523322,,0.471675611,0.491099467,0.973333333,0.983870968,0.95,0.99,1,0.989010989,0.99,0.987804878,0.921875,0.915492958,0.970138813,0.593831451,0.130271287,0.370722433,0.720349884,0.432221434,0.34041022,0.317664341,0.415067293,0.37650933,0.978322337,0.890263368,0.7,0.906932574,0.950380297,20.84783969,26.68004392,6.666666667,54.19455028,MN
240059,0.138794084,,0.246571258,0.192682671,0.96,0.935483871,0.9625,0.99,1,0.989010989,0.99,,,,0.97528498,,0.370668815,,0.322356573,0.553820677,0.020870817,,0.316929221,0.458013172,,,0.021052632,0.772792023,,16.49885413,13.90953141,27.91666667,58.3250522,MN
240063,0.491751991,,0.795169946,0.643460969,0.946666667,1,0.9875,0.98,0.978021978,0.978021978,1,0.93902439,0.96875,0.718309859,0.949629487,0.953084275,0.370668815,0.510456274,0.937741189,0.221433641,0.858582224,0.119353654,0.567331439,0.679198683,0.727615457,0.749401437,0.775789474,0.580009497,0.214052879,24.00468772,20.70037459,9.166666667,53.87172897,MN
240064,0.408987486,0.246943765,0.705128205,0.453686485,0.973333333,0.951612903,0.9375,0.97,1,1,1,1,1,,0.981382915,,0.506849315,,0.667095446,0.830376153,0.637639439,0.709144326,0.670220936,0.222283205,,,0.407105263,0.632478632,0.473741398,23.39211485,14.46340416,19.16666667,57.02218567,MN
240066,0.236063709,,0.566189624,0.401126667,1,1,0.975,0.99,0.989010989,0.989010989,0.99,0.926829268,1,,0.984427916,,0.617244158,,0.765114484,0.432221434,0.817920115,0.81197209,0.688894456,0.593029638,,,0.553684211,0.605413105,0.58420862,23.04943377,19.46946311,28.75,71.26889688,MN
240069,0.269908987,,0.075134168,0.172521578,0.973333333,0.951612903,0.975,0.98,1,0.989010989,1,1,1,,0.985439692,0.327106864,0.316411496,,0.720349884,0.394369529,0.107592659,,0.373166086,0.905049396,,0.14764565,0.383421053,0.632478632,,17.01252618,17.23828943,15,49.25081561,MN
240071,0.360068259,0.195599022,0.378652355,0.311439879,0.906666667,0.935483871,0.9375,0.97,0.978021978,0.978021978,0.99,0.902439024,1,,0.955348169,,0.156594145,,0.765114484,0.36219541,0.34041022,0.629452809,0.450753414,0.338090011,,,0.728684211,0.754273504,0.553422673,19.08379401,19.78725332,13.75,52.62104734,MN
240075,0.069681456,0.608801956,0.418008348,0.365497253,0.986666667,0.967741935,0.9625,0.96,0.967032967,0.945054945,0.99,0.951219512,0.859375,,0.954399003,0.553431798,0.288208434,,0.549524055,0.136740005,0.240014394,0.290488432,0.343067853,0.883369923,,0.821628093,0.728684211,0.580009497,0.628757696,18.47737899,24.28299613,19.16666667,61.92704179,MN
240076,0.302047782,,0.019976148,0.161011965,0.986666667,1,0.9375,0.99,0.978021978,0.989010989,1,,0.875,,0.969524954,,0.867848509,,0.416773862,0.221433641,0.19827276,,0.426082193,0.338090011,,,0.580789474,0.754273504,,17.29576791,18.59058877,21.66666667,57.55302334,MN
240078,0.302047782,,0.218246869,0.260147325,0.986666667,0.967741935,1,1,1,1,1,1,1,1,0.99544086,0.475238923,0.716626377,0.071292776,0.523282737,0.596640643,0.768261965,0.955196474,0.586648556,0.248902305,0.295004713,0.989225858,0.497105263,0.879154796,0.057950018,20.46929713,16.48523863,13.75,50.70453576,MN
240080,0.510523322,,0.378652355,0.444587839,0.893333333,0.951612903,0.9875,0.99,0.989010989,0.989010989,1,0.975609756,0.9375,0.901408451,0.961498642,0.475238923,0.579102874,0.159695817,0.097247234,0.269458245,0.414897445,0.709144326,0.386397838,0.198408342,0.540999057,0.387470072,0.796052632,0.522079772,0.553422673,19.91649243,16.6579586,9.583333333,46.15778436,MN
240084,0.187144482,0.398533007,0.642516398,0.409397963,0.88,0.919354839,0.8375,0.95,0.967032967,0.901098901,0.98,0.731707317,,,0.895836753,0.637271937,0.506849315,,0.765114484,0.155665957,0.707808564,0.669849431,0.573759948,0.458013172,,0.185155626,0.407105263,0.731244065,0.500181094,20.87771849,15.21132814,5.833333333,41.92237996,MN
240088,0.223265074,,0.535181872,0.379223473,0.92,0.967741935,0.925,0.94,0.978021978,0.978021978,0.98,0.902439024,1,,0.954580546,,0.68627451,,0.581682532,0.771705701,0.160129543,0.868894602,0.613737377,0.338090011,,,0.213947368,0.580009497,0.186888808,21.63934885,10.9911307,15,47.63047956,MN
240093,0.192832765,,0.185450209,0.189141487,0.946666667,1,0.95,0.99,0.978021978,0.967032967,0.99,0.975609756,0.96875,0.647887324,0.941396869,0.392701998,0.078699973,,0.910728068,0.510527561,0.858582224,0.53837679,0.548269436,0.593029638,,0.976855547,0.854210526,0.605413105,0.82252807,18.65341991,25.6802459,2.5,46.83366581,MN
240100,0.313993174,,0.128801431,0.221397303,0.96,0.951612903,0.9625,0.97,0.989010989,0.989010989,0.99,0.719512195,0.90625,,0.93754412,0.637271937,0.937953263,,0.746591201,0.329074994,0.945663908,0.868894602,0.744241651,0.136388584,,0.14764565,0.672368421,0.332146249,0.038754075,21.14647859,8.848686526,0.833333333,30.82849845,MN
240101,0.156427759,,0.218246869,0.187337314,0.946666667,1,0.8875,1,0.989010989,0.967032967,0.98,,1,,0.971276328,,0.542841794,,0.695909442,0.432221434,0.414897445,,0.521467529,0.724753019,,,0.497105263,0.731244065,,18.66756856,21.70113718,17.5,57.86870574,MN
240104,0.151023891,,0.075134168,0.113079029,0.973333333,1,1,0.99,1,0.989010989,1,1,1,,0.994704925,,0.716626377,,0.04244919,0.553820677,0.240014394,0.868894602,0.484361048,0.153677278,,,0.612894737,0.772792023,0.603404564,17.69050002,17.85640501,16.66666667,52.21357169,MN
240106,0.592150171,,0.447823494,0.519986832,0.973333333,0.983870968,0.9875,0.98,1,0.989010989,1,0.951219512,0.984375,0.901408451,0.975071825,0.85621199,0.68627451,0.410646388,0.785438642,0.36219541,0.561353005,0.840984209,0.643300593,0.417672887,0.540999057,0.002793296,0.332105263,0.260683761,0.057950018,23.75954723,8.956690458,7.083333333,39.79957102,MN
240115,0.605517634,,0.246571258,0.426044446,0.986666667,1,0.9875,0.99,1,1,1,1,0.984375,1,0.994854167,0.213727194,0.235562718,0.238593156,0.994340108,0.916016087,0.34041022,0.629452809,0.509728899,0.277442371,0.213006598,0.890263368,0.836052632,0.210588794,0.697573343,21.45141679,17.36070614,8.75,47.56212293,MN
240132,0.572810011,0.880195599,0.310971974,0.587992528,0.973333333,1,0.9875,1,0.989010989,0.989010989,1,0.987804878,0.984375,,0.990115021,,0.189900618,,0.746591201,0.112136267,0.01511335,0.186558942,0.250060076,0.921789243,,0.166001596,0.383421053,0.731244065,0.628757696,20.31297361,18.87475768,7.5,46.68773129,MN
240141,0.366609784,0.733496333,0.503577818,0.534561311,0.986666667,1,0.9875,0.99,0.978021978,1,1,1,1,,0.993576516,,0.68627451,,0.720349884,0.47125621,,0.420492104,0.574593177,0.338090011,,,0.436842105,0.454415954,0.67982615,23.36367783,15.90978517,22.08333333,61.35679633,MN
240166,0.035551763,,0.095408468,0.065480115,0.906666667,0.903225806,0.95,1,0.978021978,0.934065934,0.99,,0.8125,,0.934310048,,0.211120064,,0.020838693,0.36219541,0.561353005,0.420492104,0.315199855,0.763446762,,0.519553073,0.553684211,0.50379867,0.786309308,14.61100021,20.84528016,5.833333333,41.2896137,MN
240187,0.156427759,,0.154740608,0.155584184,0.96,1,0.975,1,1,1,0.99,,1,,0.990625,,0.316411496,,0.416773862,0.632363378,0.414897445,,0.445111545,0.338090011,,,0.796052632,0.945156695,,17.68134143,23.10332597,22.08333333,62.86800074,MN
240196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
240206,0.517633675,,,0.517633675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
240207,0.499715586,0.792176039,0.128801431,0.473564352,1,1,0.975,1,1,1,1,0.987804878,0.9375,,0.988922764,0.593831451,0.716626377,,0.171597633,0.269458245,0.160129543,0.840984209,0.458771243,0.038419319,,0.839584996,0.332105263,0.195394112,0.860557769,21.3473151,15.1070764,11.66666667,48.12105816,MN
240210,0.43486917,,0.769528921,0.602199045,0.973333333,0.983870968,0.975,0.97,0.989010989,0.989010989,1,0.963414634,0.984375,,0.980890657,0.327106864,0.34085415,,0.263184976,0.510527561,0.637639439,0.669849431,0.458193737,0.338090011,,0.579409417,0.775789474,0.296296296,0.961608113,22.6809271,19.67462208,6.666666667,49.02221584,MN
240213,0.517633675,,0.503577818,0.510605746,0.96,1,0.9375,0.98,0.989010989,0.978021978,1,0.975609756,1,,0.980015858,,0.189900618,,0.611525598,0.198012775,0.898164807,0.53837679,0.487196118,0.198408342,,,0.7,0.108974359,0.786309308,21.97575247,14.94743341,24.16666667,61.08985255,MN
240214,0.24032992,0.931540342,0.029218843,0.400363035,1,0.983870968,1,1,1,1,1,,0.96875,,0.994077621,,0.801772764,,0.241317211,0.124201561,0.287153652,,0.363611297,0.248902305,,,0.612894737,0.296296296,,19.53391059,12.86770376,11.66666667,44.06828102,MN
241300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241301,0.028156997,,,0.028156997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241302,0.024459613,,,0.024459613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241303,0.014789534,,,0.014789534,,,0.5875,,,,,,,,0.5875,,,,,0.553820677,,,0.553820677,,,,,0.580009497,,12.845669,19.33364989,,,MN
241304,0.01592719,,,0.01592719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241305,,,0.128801431,0.128801431,,,0.9625,0.97,0.978021978,0.967032967,0.98,,,,0.971510989,,0.34085415,,0.899665552,0.553820677,0.637639439,,0.607994954,0.175905598,,,0.7,0.731244065,,18.98119305,17.85721848,,,MN
241306,0.016496018,,,0.016496018,,,,,,,,,,,,,,,0.63725238,0.510527561,,,0.57388997,,,,,0.480294397,,,16.00981323,,,MN
241308,0.162116041,,,0.162116041,,,0.7875,,,,,,,,0.7875,,,,,0.671871304,,,0.671871304,,,,,0.128442545,,18.01652605,4.28141817,,,MN
241309,0.118316268,,0.003577818,0.060947043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241311,0.032423208,,0.277877162,0.155150185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241312,0.043515358,,,0.043515358,,,,,,,,,,,,,,,,0.802460374,,,0.802460374,,,,,0.731244065,,,24.37480215,,,MN
241313,0.03668942,,,0.03668942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
241314,0.01109215,,,0.01109215,,,,,,,,,,,,,,,,0.742370476,,,0.742370476,,,,,0.480294397,,,16.00981323,,,MN
241315,0.01109215,,,0.01109215,,,,,,,,,,,,,,,,0.553820677,,,0.553820677,,,,,0.210588794,,,7.019626464,,,MN
